Time,X
0,250
0.1,248
0.2,258
0.3,230
0.4,220
0.5,226
0.6,220
0.7,253
0.8,226
0.9,223
1,216
1.1,198
1.2,191
1.3,172
1.4,161
1.5,162
1.6,167
1.7,155
1.8,165
1.9,146
2,142
2.1,153
2.2,141
2.3,112
2.4,108
2.5,113
2.6,125
2.7,125
2.8,128
2.9,128
3,120
3.1,114
3.2,118
3.3,130
3.4,119
3.5,102
3.6,95
3.7,106
3.8,108
3.9,101
4,109
4.1,112
4.2,106
4.3,95
4.4,84
4.5,95
4.6,82
4.7,81
4.8,88
4.9,86
5,83
