Time,X
0,250
0.1,240
0.2,221
0.3,209
0.4,184
0.5,153
0.6,158
0.7,169
0.8,180
0.9,162
1,162
1.1,124
1.2,120
1.3,114
1.4,106
1.5,103
1.6,98
1.7,93
1.8,90
1.9,96
2,112
2.1,99
2.2,93
2.3,91
2.4,98
2.5,103
2.6,103
2.7,117
2.8,103
2.9,111
3,111
3.1,104
3.2,109
3.3,100
3.4,103
3.5,98
3.6,81
3.7,72
3.8,72
3.9,81
4,83
4.1,74
4.2,86
4.3,77
4.4,82
4.5,90
4.6,84
4.7,79
4.8,75
4.9,74
5,67
