Time,X
0,250
0.1,280
0.2,285
0.3,266
0.4,265
0.5,222
0.6,206
0.7,206
0.8,194
0.9,193
1,205
1.1,198
1.2,228
1.3,214
1.4,215
1.5,205
1.6,210
1.7,228
1.8,233
1.9,236
2,245
2.1,250
2.2,268
2.3,248
2.4,232
2.5,219
2.6,182
2.7,171
2.8,183
2.9,170
3,150
3.1,137
3.2,122
3.3,108
3.4,99
3.5,114
3.6,119
3.7,112
3.8,103
3.9,100
4,97
4.1,104
4.2,104
4.3,95
4.4,103
4.5,96
4.6,97
4.7,95
4.8,98
4.9,84
5,84
