Time,X
0,250
0.1,237
0.2,237
0.3,236
0.4,232
0.5,245
0.6,235
0.7,268
0.8,286
0.9,297
1,280
1.1,300
1.2,315
1.3,320
1.4,311
1.5,324
1.6,325
1.7,333
1.8,365
1.9,346
2,361
2.1,358
2.2,391
2.3,430
2.4,490
2.5,500
2.6,502
2.7,537
2.8,570
2.9,618
3,576
3.1,511
3.2,507
3.3,549
3.4,542
3.5,554
3.6,579
3.7,569
3.8,560
3.9,520
4,564
4.1,606
4.2,610
4.3,535
4.4,539
4.5,566
4.6,541
4.7,567
4.8,567
4.9,548
5,527
