Time,X
0,250
0.1,242
0.2,252
0.3,261
0.4,254
0.5,246
0.6,242
0.7,240
0.8,244
0.9,251
1,241
1.1,239
1.2,222
1.3,188
1.4,175
1.5,165
1.6,167
1.7,167
1.8,166
1.9,183
2,184
2.1,174
2.2,171
2.3,171
2.4,172
2.5,185
2.6,186
2.7,185
2.8,194
2.9,186
3,173
3.1,159
3.2,179
3.3,182
3.4,181
3.5,174
3.6,168
3.7,177
3.8,166
3.9,162
4,174
4.1,163
4.2,169
4.3,166
4.4,168
4.5,175
4.6,160
4.7,150
4.8,143
4.9,130
5,132
