"Time","X"
0.0,250
0.05,242
0.1,246
0.15,236
0.2,235
0.25,245
0.3,253
0.35,247
0.4,249
0.45,255
0.5,260
0.55,273
0.6,263
0.65,261
0.7,244
0.75,237
0.8,233
0.85,228
0.9,225
0.95,215
1.0,199
1.05,195
1.1,204
1.15,199
1.2,192
1.25,183
1.3,180
1.35,194
1.4,187
1.45,192
1.5,210
1.55,209
1.6,214
1.65,221
1.7,227
1.75,238
1.8,239
1.85,234
1.9,232
1.95,229
2.0,223
2.05,233
2.1,231
2.15,238
2.2,248
2.25,236
2.3,222
2.35,235
2.4,223
2.45,220
2.5,219
2.55,218
2.6,203
2.65,189
2.7,193
2.75,187
2.8,179
2.85,184
2.9,198
2.95,206
3.0,193
3.05,194
3.1,184
3.15,173
3.2,148
3.25,134
3.3,130
3.35,142
3.4,139
3.45,134
3.5,130
3.55,123
3.6,116
3.65,119
3.7,123
3.75,124
3.8,123
3.85,129
3.9,135
3.95,132
4.0,141
4.05,141
4.1,138
4.15,133
4.2,125
4.25,122
4.3,123
4.35,123
4.4,117
4.45,105
4.5,98
4.55,99
4.6,109
4.65,106
4.7,101
4.75,104
4.8,107
4.85,94
4.9,94
4.95,91
5.0,92
