"Time","X"
0.0,250
0.05,264
0.1,253
0.15,239
0.2,246
0.25,236
0.3,247
0.35,251
0.4,255
0.45,256
0.5,255
0.55,282
0.6,286
0.65,278
0.7,284
0.75,282
0.8,297
0.85,285
0.9,269
0.95,251
1.0,230
1.05,232
1.1,225
1.15,236
1.2,230
1.25,217
1.3,220
1.35,213
1.4,212
1.45,205
1.5,215
1.55,213
1.6,215
1.65,213
1.7,232
1.75,215
1.8,195
1.85,187
1.9,180
1.95,203
2.0,192
2.05,188
2.1,184
2.15,184
2.2,189
2.25,183
2.3,184
2.35,179
2.4,174
2.45,169
2.5,171
2.55,168
2.6,158
2.65,155
2.7,152
2.75,152
2.8,144
2.85,142
2.9,138
2.95,135
3.0,128
3.05,131
3.1,133
3.15,113
3.2,104
3.25,113
3.3,110
3.35,113
3.4,111
3.45,106
3.5,109
3.55,113
3.6,121
3.65,129
3.7,134
3.75,132
3.8,125
3.85,131
3.9,121
3.95,119
4.0,126
4.05,128
4.1,126
4.15,112
4.2,108
4.25,107
4.3,113
4.35,121
4.4,118
4.45,115
4.5,110
4.55,119
4.6,116
4.65,114
4.7,106
4.75,112
4.8,112
4.85,112
4.9,115
4.95,121
5.0,105
