"Time","X"
0.0,250
0.05,246
0.1,251
0.15,266
0.2,265
0.25,268
0.3,268
0.35,262
0.4,258
0.45,259
0.5,263
0.55,241
0.6,236
0.65,260
0.7,267
0.75,279
0.8,285
0.85,303
0.9,302
0.95,308
1.0,314
1.05,333
1.1,324
1.15,333
1.2,323
1.25,327
1.3,329
1.35,320
1.4,337
1.45,334
1.5,316
1.55,308
1.6,311
1.65,314
1.7,327
1.75,321
1.8,310
1.85,321
1.9,328
1.95,339
2.0,332
2.05,353
2.1,343
2.15,330
2.2,334
2.25,341
2.3,340
2.35,369
2.4,395
2.45,416
2.5,428
2.55,420
2.6,430
2.65,480
2.7,487
2.75,474
2.8,471
2.85,472
2.9,480
2.95,492
3.0,481
3.05,479
3.1,488
3.15,520
3.2,518
3.25,526
3.3,543
3.35,551
3.4,565
3.45,555
3.5,540
3.55,528
3.6,513
3.65,551
3.7,529
3.75,544
3.8,589
3.85,606
3.9,594
3.95,593
4.0,602
4.05,647
4.1,650
4.15,615
4.2,605
4.25,572
4.3,561
4.35,589
4.4,558
4.45,566
4.5,569
4.55,605
4.6,590
4.65,595
4.7,627
4.75,610
4.8,580
4.85,605
4.9,584
4.95,569
5.0,566
