"Time","X"
0.0,250
0.05,260
0.1,249
0.15,241
0.2,237
0.25,242
0.3,256
0.35,249
0.4,248
0.45,231
0.5,219
0.55,233
0.6,225
0.65,221
0.7,219
0.75,218
0.8,210
0.85,198
0.9,185
0.95,180
1.0,183
1.05,169
1.1,164
1.15,165
1.2,167
1.25,153
1.3,152
1.35,153
1.4,152
1.45,139
1.5,137
1.55,135
1.6,125
1.65,117
1.7,111
1.75,106
1.8,107
1.85,101
1.9,101
1.95,108
2.0,109
2.05,106
2.1,105
2.15,105
2.2,97
2.25,116
2.3,114
2.35,104
2.4,99
2.45,102
2.5,113
2.55,119
2.6,119
2.65,123
2.7,121
2.75,121
2.8,119
2.85,128
2.9,135
2.95,147
3.0,143
3.05,146
3.1,144
3.15,147
3.2,151
3.25,155
3.3,160
3.35,164
3.4,164
3.45,163
3.5,155
3.55,146
3.6,134
3.65,135
3.7,143
3.75,142
3.8,139
3.85,150
3.9,151
3.95,154
4.0,159
4.05,149
4.1,156
4.15,153
4.2,181
4.25,183
4.3,177
4.35,176
4.4,155
4.45,157
4.5,158
4.55,159
4.6,150
4.65,146
4.7,138
4.75,139
4.8,131
4.85,125
4.9,130
4.95,131
5.0,114
