"Time","X"
0.0,250
0.05,261
0.1,250
0.15,246
0.2,257
0.25,242
0.3,243
0.35,237
0.4,260
0.45,251
0.5,256
0.55,269
0.6,254
0.65,232
0.7,241
0.75,252
0.8,231
0.85,236
0.9,239
0.95,241
1.0,241
1.05,232
1.1,221
1.15,208
1.2,203
1.25,220
1.3,225
1.35,240
1.4,236
1.45,239
1.5,236
1.55,244
1.6,241
1.65,249
1.7,241
1.75,244
1.8,242
1.85,244
1.9,234
1.95,225
2.0,232
2.05,242
2.1,236
2.15,234
2.2,250
2.25,252
2.3,239
2.35,237
2.4,242
2.45,240
2.5,227
2.55,234
2.6,234
2.65,224
2.7,227
2.75,233
2.8,215
2.85,212
2.9,206
2.95,200
3.0,203
3.05,209
3.1,202
3.15,202
3.2,194
3.25,202
3.3,190
3.35,191
3.4,186
3.45,173
3.5,187
3.55,181
3.6,184
3.65,191
3.7,210
3.75,208
3.8,225
3.85,220
3.9,233
3.95,232
4.0,246
4.05,229
4.1,220
4.15,217
4.2,218
4.25,213
4.3,218
4.35,197
4.4,191
4.45,190
4.5,177
4.55,189
4.6,196
4.65,183
4.7,179
4.75,193
4.8,181
4.85,184
4.9,179
4.95,165
5.0,168
