"Time","X"
0.0,250
0.05,231
0.1,235
0.15,237
0.2,228
0.25,220
0.3,234
0.35,234
0.4,245
0.45,266
0.5,285
0.55,274
0.6,278
0.65,272
0.7,263
0.75,290
0.8,280
0.85,276
0.9,272
0.95,270
1.0,270
1.05,272
1.1,267
1.15,285
1.2,291
1.25,287
1.3,283
1.35,295
1.4,262
1.45,272
1.5,278
1.55,248
1.6,242
1.65,244
1.7,244
1.75,255
1.8,277
1.85,283
1.9,286
1.95,294
2.0,305
2.05,340
2.1,340
2.15,345
2.2,375
2.25,401
2.3,406
2.35,434
2.4,481
2.45,503
2.5,511
2.55,526
2.6,557
2.65,561
2.7,563
2.75,579
2.8,551
2.85,564
2.9,560
2.95,571
3.0,595
3.05,580
3.1,568
3.15,550
3.2,545
3.25,539
3.3,544
3.35,543
3.4,538
3.45,544
3.5,551
3.55,534
3.6,541
3.65,551
3.7,571
3.75,550
3.8,574
3.85,591
3.9,593
3.95,591
4.0,602
4.05,592
4.1,610
4.15,626
4.2,624
4.25,628
4.3,611
4.35,609
4.4,610
4.45,632
4.5,628
4.55,637
4.6,644
4.65,629
4.7,609
4.75,622
4.8,621
4.85,611
4.9,645
4.95,603
5.0,553
