"Time","X"
0.0,250
0.05,247
0.1,239
0.15,239
0.2,228
0.25,231
0.3,216
0.35,219
0.4,216
0.45,215
0.5,220
0.55,223
0.6,225
0.65,225
0.7,229
0.75,220
0.8,208
0.85,210
0.9,198
0.95,189
1.0,191
1.05,190
1.1,188
1.15,183
1.2,174
1.25,170
1.3,175
1.35,176
1.4,171
1.45,170
1.5,150
1.55,140
1.6,129
1.65,138
1.7,136
1.75,138
1.8,146
1.85,155
1.9,152
1.95,144
2.0,143
2.05,139
2.1,148
2.15,143
2.2,141
2.25,130
2.3,127
2.35,112
2.4,106
2.45,102
2.5,102
2.55,103
2.6,104
2.65,94
2.7,99
2.75,91
2.8,85
2.85,82
2.9,84
2.95,78
3.0,74
3.05,74
3.1,72
3.15,76
3.2,72
3.25,73
3.3,79
3.35,84
3.4,89
3.45,81
3.5,90
3.55,92
3.6,91
3.65,89
3.7,84
3.75,83
3.8,83
3.85,86
3.9,83
3.95,86
4.0,83
4.05,78
4.1,80
4.15,89
4.2,88
4.25,86
4.3,88
4.35,83
4.4,81
4.45,80
4.5,76
4.55,80
4.6,83
4.65,79
4.7,83
4.75,89
4.8,87
4.85,94
4.9,89
4.95,94
5.0,93
