"Time","X"
0.0,250
0.05,243
0.1,225
0.15,231
0.2,233
0.25,230
0.3,216
0.35,216
0.4,210
0.45,211
0.5,210
0.55,212
0.6,216
0.65,231
0.7,210
0.75,220
0.8,206
0.85,206
0.9,194
0.95,198
1.0,197
1.05,184
1.1,174
1.15,165
1.2,158
1.25,160
1.3,172
1.35,172
1.4,166
1.45,168
1.5,149
1.55,138
1.6,142
1.65,140
1.7,145
1.75,156
1.8,139
1.85,135
1.9,141
1.95,140
2.0,139
2.05,145
2.1,144
2.15,145
2.2,142
2.25,143
2.3,139
2.35,145
2.4,146
2.45,139
2.5,146
2.55,141
2.6,148
2.65,149
2.7,147
2.75,148
2.8,152
2.85,155
2.9,146
2.95,151
3.0,159
3.05,161
3.1,153
3.15,166
3.2,147
3.25,137
3.3,148
3.35,144
3.4,144
3.45,134
3.5,135
3.55,134
3.6,130
3.65,131
3.7,134
3.75,131
3.8,125
3.85,122
3.9,110
3.95,100
4.0,95
4.05,91
4.1,88
4.15,84
4.2,83
4.25,87
4.3,86
4.35,82
4.4,84
4.45,87
4.5,81
4.55,83
4.6,79
4.65,84
4.7,84
4.75,83
4.8,83
4.85,78
4.9,76
4.95,72
5.0,78
