"Time","X"
0.0,250
0.05,235
0.1,239
0.15,234
0.2,236
0.25,230
0.3,221
0.35,227
0.4,226
0.45,216
0.5,202
0.55,204
0.6,224
0.65,224
0.7,219
0.75,221
0.8,232
0.85,216
0.9,232
0.95,228
1.0,229
1.05,227
1.1,208
1.15,221
1.2,208
1.25,209
1.3,214
1.35,197
1.4,213
1.45,218
1.5,217
1.55,215
1.6,206
1.65,211
1.7,221
1.75,223
1.8,228
1.85,232
1.9,239
1.95,235
2.0,243
2.05,248
2.1,227
2.15,233
2.2,238
2.25,262
2.3,273
2.35,274
2.4,290
2.45,285
2.5,302
2.55,314
2.6,327
2.65,331
2.7,346
2.75,349
2.8,355
2.85,370
2.9,370
2.95,384
3.0,396
3.05,428
3.1,453
3.15,440
3.2,429
3.25,447
3.3,454
3.35,468
3.4,467
3.45,464
3.5,457
3.55,474
3.6,483
3.65,512
3.7,534
3.75,543
3.8,601
3.85,621
3.9,665
3.95,666
4.0,629
4.05,655
4.1,651
4.15,682
4.2,680
4.25,684
4.3,681
4.35,648
4.4,629
4.45,623
4.5,594
4.55,587
4.6,572
4.65,549
4.7,555
4.75,555
4.8,574
4.85,548
4.9,576
4.95,555
5.0,558
