"Time","X"
0.0,250
0.05,274
0.1,286
0.15,294
0.2,287
0.25,285
0.3,266
0.35,289
0.4,286
0.45,294
0.5,300
0.55,289
0.6,275
0.65,281
0.7,287
0.75,295
0.8,327
0.85,321
0.9,323
0.95,337
1.0,307
1.05,297
1.1,284
1.15,286
1.2,295
1.25,293
1.3,286
1.35,305
1.4,302
1.45,314
1.5,313
1.55,305
1.6,312
1.65,313
1.7,321
1.75,325
1.8,339
1.85,370
1.9,386
1.95,392
2.0,367
2.05,377
2.1,378
2.15,388
2.2,398
2.25,415
2.3,433
2.35,474
2.4,484
2.45,517
2.5,493
2.55,499
2.6,504
2.65,509
2.7,502
2.75,517
2.8,496
2.85,470
2.9,479
2.95,500
3.0,567
3.05,585
3.1,566
3.15,576
3.2,586
3.25,585
3.3,640
3.35,636
3.4,635
3.45,603
3.5,589
3.55,603
3.6,610
3.65,571
3.7,559
3.75,536
3.8,577
3.85,538
3.9,559
3.95,605
4.0,581
4.05,570
4.1,565
4.15,567
4.2,581
4.25,590
4.3,621
4.35,597
4.4,552
4.45,563
4.5,571
4.55,575
4.6,558
4.65,565
4.7,582
4.75,567
4.8,563
4.85,560
4.9,576
4.95,554
5.0,514
