"Time","X"
0.0,250
0.05,257
0.1,250
0.15,250
0.2,257
0.25,244
0.3,242
0.35,245
0.4,226
0.45,230
0.5,223
0.55,221
0.6,233
0.65,250
0.7,249
0.75,258
0.8,256
0.85,267
0.9,266
0.95,265
1.0,284
1.05,276
1.1,270
1.15,284
1.2,280
1.25,286
1.3,298
1.35,319
1.4,341
1.45,331
1.5,337
1.55,353
1.6,373
1.65,403
1.7,446
1.75,454
1.8,450
1.85,459
1.9,452
1.95,460
2.0,454
2.05,427
2.1,431
2.15,417
2.2,445
2.25,476
2.3,458
2.35,472
2.4,486
2.45,478
2.5,464
2.55,441
2.6,433
2.65,419
2.7,393
2.75,441
2.8,450
2.85,454
2.9,467
2.95,508
3.0,531
3.05,552
3.1,558
3.15,567
3.2,544
3.25,554
3.3,571
3.35,554
3.4,562
3.45,550
3.5,554
3.55,540
3.6,533
3.65,555
3.7,554
3.75,555
3.8,508
3.85,536
3.9,532
3.95,527
4.0,526
4.05,540
4.1,499
4.15,513
4.2,507
4.25,456
4.3,450
4.35,447
4.4,426
4.45,448
4.5,465
4.55,470
4.6,493
4.65,491
4.7,503
4.75,530
4.8,520
4.85,521
4.9,494
4.95,495
5.0,512
