"Time","X"
0.0,250
0.05,253
0.1,252
0.15,256
0.2,271
0.25,268
0.3,257
0.35,266
0.4,276
0.45,272
0.5,274
0.55,293
0.6,320
0.65,326
0.7,355
0.75,359
0.8,379
0.85,379
0.9,380
0.95,397
1.0,405
1.05,416
1.1,433
1.15,458
1.2,470
1.25,481
1.3,433
1.35,457
1.4,471
1.45,471
1.5,460
1.55,468
1.6,470
1.65,490
1.7,495
1.75,497
1.8,506
1.85,505
1.9,528
1.95,532
2.0,520
2.05,533
2.1,544
2.15,559
2.2,555
2.25,513
2.3,524
2.35,556
2.4,567
2.45,598
2.5,617
2.55,615
2.6,633
2.65,654
2.7,617
2.75,630
2.8,603
2.85,593
2.9,614
2.95,581
3.0,568
3.05,581
3.1,576
3.15,579
3.2,607
3.25,606
3.3,597
3.35,600
3.4,623
3.45,605
3.5,606
3.55,565
3.6,594
3.65,614
3.7,605
3.75,579
3.8,551
3.85,548
3.9,524
3.95,504
4.0,492
4.05,484
4.1,487
4.15,512
4.2,490
4.25,476
4.3,466
4.35,470
4.4,490
4.45,519
4.5,495
4.55,504
4.6,509
4.65,515
4.7,509
4.75,509
4.8,498
4.85,489
4.9,478
4.95,496
5.0,487
