"Time","X"
0.0,250
0.05,253
0.1,253
0.15,254
0.2,252
0.25,244
0.3,247
0.35,250
0.4,237
0.45,231
0.5,246
0.55,231
0.6,228
0.65,220
0.7,226
0.75,220
0.8,217
0.85,204
0.9,194
0.95,192
1.0,198
1.05,200
1.1,200
1.15,197
1.2,196
1.25,194
1.3,200
1.35,188
1.4,180
1.45,166
1.5,159
1.55,156
1.6,152
1.65,142
1.7,137
1.75,149
1.8,156
1.85,149
1.9,140
1.95,140
2.0,143
2.05,142
2.1,130
2.15,127
2.2,119
2.25,112
2.3,108
2.35,107
2.4,113
2.45,108
2.5,114
2.55,112
2.6,112
2.65,114
2.7,114
2.75,109
2.8,98
2.85,91
2.9,98
2.95,94
3.0,97
3.05,90
3.1,84
3.15,83
3.2,88
3.25,92
3.3,92
3.35,83
3.4,78
3.45,78
3.5,75
3.55,82
3.6,85
3.65,85
3.7,93
3.75,95
3.8,95
3.85,98
3.9,103
3.95,95
4.0,92
4.05,106
4.1,103
4.15,96
4.2,99
4.25,88
4.3,88
4.35,94
4.4,97
4.45,89
4.5,85
4.55,90
4.6,89
4.65,95
4.7,97
4.75,96
4.8,95
4.85,92
4.9,97
4.95,93
5.0,92
