"Time","X"
0.0,250
0.05,274
0.1,293
0.15,307
0.2,302
0.25,318
0.3,325
0.35,344
0.4,335
0.45,343
0.5,348
0.55,372
0.6,393
0.65,402
0.7,436
0.75,469
0.8,481
0.85,502
0.9,496
0.95,509
1.0,534
1.05,560
1.1,544
1.15,534
1.2,530
1.25,561
1.3,592
1.35,609
1.4,607
1.45,621
1.5,627
1.55,615
1.6,602
1.65,598
1.7,603
1.75,587
1.8,603
1.85,590
1.9,563
1.95,566
2.0,540
2.05,546
2.1,580
2.15,543
2.2,591
2.25,613
2.3,604
2.35,641
2.4,606
2.45,615
2.5,579
2.55,565
2.6,559
2.65,574
2.7,553
2.75,572
2.8,571
2.85,560
2.9,550
2.95,532
3.0,552
3.05,567
3.1,576
3.15,577
3.2,554
3.25,558
3.3,596
3.35,559
3.4,558
3.45,601
3.5,611
3.55,583
3.6,610
3.65,572
3.7,571
3.75,613
3.8,600
3.85,619
3.9,592
3.95,578
4.0,562
4.05,559
4.1,524
4.15,492
4.2,538
4.25,534
4.3,531
4.35,544
4.4,572
4.45,609
4.5,582
4.55,560
4.6,564
4.65,547
4.7,575
4.75,602
4.8,582
4.85,541
4.9,546
4.95,611
5.0,611
