"Time","X"
0.0,250
0.05,248
0.1,263
0.15,257
0.2,266
0.25,263
0.3,261
0.35,258
0.4,253
0.45,250
0.5,250
0.55,282
0.6,280
0.65,262
0.7,257
0.75,249
0.8,249
0.85,250
0.9,251
0.95,262
1.0,286
1.05,298
1.1,308
1.15,309
1.2,300
1.25,295
1.3,283
1.35,311
1.4,324
1.45,335
1.5,328
1.55,344
1.6,323
1.65,300
1.7,317
1.75,333
1.8,328
1.85,345
1.9,360
1.95,359
2.0,341
2.05,329
2.1,319
2.15,306
2.2,322
2.25,329
2.3,379
2.35,406
2.4,419
2.45,427
2.5,405
2.55,417
2.6,406
2.65,410
2.7,400
2.75,408
2.8,357
2.85,353
2.9,381
2.95,372
3.0,370
3.05,366
3.1,390
3.15,373
3.2,417
3.25,410
3.3,415
3.35,449
3.4,433
3.45,427
3.5,440
3.55,444
3.6,421
3.65,410
3.7,422
3.75,448
3.8,476
3.85,469
3.9,493
3.95,519
4.0,525
4.05,509
4.1,508
4.15,538
4.2,541
4.25,577
4.3,553
4.35,562
4.4,561
4.45,531
4.5,548
4.55,564
4.6,524
4.65,524
4.7,516
4.75,521
4.8,563
4.85,556
4.9,541
4.95,545
5.0,551
