"Time","X"
0.0,250
0.05,265
0.1,273
0.15,273
0.2,288
0.25,288
0.3,297
0.35,296
0.4,295
0.45,301
0.5,303
0.55,320
0.6,328
0.65,343
0.7,346
0.75,329
0.8,343
0.85,355
0.9,348
0.95,350
1.0,354
1.05,353
1.1,374
1.15,371
1.2,393
1.25,388
1.3,384
1.35,379
1.4,362
1.45,355
1.5,395
1.55,393
1.6,411
1.65,429
1.7,447
1.75,439
1.8,426
1.85,436
1.9,455
1.95,468
2.0,448
2.05,438
2.1,476
2.15,465
2.2,447
2.25,459
2.3,478
2.35,497
2.4,503
2.45,519
2.5,513
2.55,518
2.6,518
2.65,543
2.7,524
2.75,548
2.8,558
2.85,559
2.9,584
2.95,617
3.0,586
3.05,568
3.1,588
3.15,571
3.2,566
3.25,514
3.3,473
3.35,477
3.4,496
3.45,499
3.5,505
3.55,491
3.6,530
3.65,518
3.7,528
3.75,539
3.8,532
3.85,548
3.9,553
3.95,534
4.0,568
4.05,541
4.1,563
4.15,560
4.2,554
4.25,582
4.3,607
4.35,613
4.4,590
4.45,604
4.5,580
4.55,584
4.6,630
4.65,654
4.7,608
4.75,611
4.8,605
4.85,565
4.9,581
4.95,581
5.0,557
