"Time","X"
0.0,250
0.05,238
0.1,240
0.15,246
0.2,248
0.25,234
0.3,240
0.35,243
0.4,236
0.45,239
0.5,230
0.55,261
0.6,269
0.65,278
0.7,289
0.75,283
0.8,284
0.85,273
0.9,260
0.95,259
1.0,248
1.05,258
1.1,243
1.15,219
1.2,222
1.25,231
1.3,232
1.35,233
1.4,236
1.45,234
1.5,235
1.55,234
1.6,231
1.65,240
1.7,235
1.75,231
1.8,211
1.85,215
1.9,209
1.95,208
2.0,203
2.05,207
2.1,202
2.15,188
2.2,200
2.25,197
2.3,197
2.35,193
2.4,188
2.45,192
2.5,193
2.55,212
2.6,210
2.65,223
2.7,232
2.75,223
2.8,218
2.85,219
2.9,229
2.95,214
3.0,212
3.05,224
3.1,225
3.15,236
3.2,229
3.25,237
3.3,238
3.35,212
3.4,209
3.45,214
3.5,221
3.55,220
3.6,212
3.65,200
3.7,191
3.75,185
3.8,176
3.85,177
3.9,170
3.95,160
4.0,157
4.05,154
4.1,158
4.15,146
4.2,150
4.25,147
4.3,141
4.35,143
4.4,140
4.45,135
4.5,131
4.55,114
4.6,125
4.65,132
4.7,130
4.75,126
4.8,117
4.85,121
4.9,111
4.95,107
5.0,113
