"Time","X"
0.0,250
0.05,247
0.1,256
0.15,255
0.2,243
0.25,237
0.3,250
0.35,241
0.4,232
0.45,216
0.5,230
0.55,243
0.6,238
0.65,234
0.7,240
0.75,229
0.8,230
0.85,217
0.9,234
0.95,212
1.0,202
1.05,217
1.1,226
1.15,213
1.2,210
1.25,238
1.3,220
1.35,222
1.4,216
1.45,219
1.5,213
1.55,195
1.6,194
1.65,188
1.7,181
1.75,163
1.8,153
1.85,148
1.9,151
1.95,138
2.0,145
2.05,151
2.1,157
2.15,140
2.2,146
2.25,141
2.3,139
2.35,133
2.4,119
2.45,117
2.5,116
2.55,115
2.6,110
2.65,109
2.7,99
2.75,95
2.8,92
2.85,93
2.9,87
2.95,88
3.0,86
3.05,86
3.1,96
3.15,95
3.2,80
3.25,83
3.3,88
3.35,85
3.4,75
3.45,74
3.5,82
3.55,81
3.6,89
3.65,94
3.7,96
3.75,102
3.8,106
3.85,110
3.9,106
3.95,111
4.0,104
4.05,97
4.1,101
4.15,96
4.2,92
4.25,93
4.3,94
4.35,84
4.4,77
4.45,78
4.5,87
4.55,79
4.6,85
4.65,87
4.7,83
4.75,80
4.8,86
4.85,89
4.9,93
4.95,89
5.0,85
