"Time","X"
0.0,250
0.05,267
0.1,266
0.15,262
0.2,258
0.25,297
0.3,284
0.35,295
0.4,285
0.45,306
0.5,284
0.55,290
0.6,282
0.65,300
0.7,322
0.75,311
0.8,311
0.85,316
0.9,345
0.95,321
1.0,330
1.05,357
1.1,362
1.15,366
1.2,391
1.25,387
1.3,365
1.35,388
1.4,348
1.45,345
1.5,364
1.55,369
1.6,375
1.65,386
1.7,411
1.75,394
1.8,408
1.85,432
1.9,430
1.95,406
2.0,416
2.05,424
2.1,401
2.15,404
2.2,422
2.25,425
2.3,420
2.35,408
2.4,441
2.45,457
2.5,478
2.55,461
2.6,456
2.65,449
2.7,453
2.75,441
2.8,409
2.85,413
2.9,402
2.95,390
3.0,406
3.05,429
3.1,429
3.15,417
3.2,427
3.25,446
3.3,448
3.35,449
3.4,455
3.45,454
3.5,468
3.55,468
3.6,462
3.65,484
3.7,493
3.75,469
3.8,463
3.85,467
3.9,456
3.95,477
4.0,469
4.05,471
4.1,478
4.15,462
4.2,460
4.25,467
4.3,473
4.35,495
4.4,506
4.45,513
4.5,493
4.55,494
4.6,499
4.65,496
4.7,521
4.75,508
4.8,534
4.85,531
4.9,554
4.95,548
5.0,559
