"Time","X"
0.0,250
0.05,254
0.1,251
0.15,242
0.2,230
0.25,221
0.3,215
0.35,217
0.4,204
0.45,189
0.5,180
0.55,180
0.6,165
0.65,162
0.7,148
0.75,154
0.8,132
0.85,121
0.9,117
0.95,117
1.0,118
1.05,122
1.1,125
1.15,119
1.2,134
1.25,134
1.3,134
1.35,126
1.4,130
1.45,125
1.5,122
1.55,118
1.6,113
1.65,115
1.7,112
1.75,109
1.8,108
1.85,109
1.9,110
1.95,119
2.0,128
2.05,122
2.1,121
2.15,121
2.2,120
2.25,129
2.3,134
2.35,124
2.4,121
2.45,122
2.5,126
2.55,128
2.6,116
2.65,112
2.7,101
2.75,103
2.8,101
2.85,100
2.9,95
2.95,88
3.0,86
3.05,90
3.1,96
3.15,91
3.2,91
3.25,85
3.3,80
3.35,81
3.4,83
3.45,89
3.5,98
3.55,108
3.6,105
3.65,96
3.7,98
3.75,93
3.8,105
3.85,102
3.9,108
3.95,101
4.0,96
4.05,93
4.1,98
4.15,100
4.2,84
4.25,76
4.3,78
4.35,76
4.4,83
4.45,82
4.5,81
4.55,79
4.6,83
4.65,79
4.7,71
4.75,73
4.8,87
4.85,88
4.9,86
4.95,93
5.0,93
