"Time","X"
0.0,250
0.05,257
0.1,242
0.15,244
0.2,249
0.25,256
0.3,268
0.35,290
0.4,286
0.45,281
0.5,280
0.55,273
0.6,294
0.65,287
0.7,299
0.75,299
0.8,303
0.85,329
0.9,311
0.95,305
1.0,330
1.05,350
1.1,381
1.15,386
1.2,395
1.25,397
1.3,397
1.35,391
1.4,406
1.45,413
1.5,395
1.55,400
1.6,387
1.65,413
1.7,441
1.75,459
1.8,470
1.85,488
1.9,470
1.95,449
2.0,458
2.05,488
2.1,505
2.15,522
2.2,503
2.25,527
2.3,570
2.35,573
2.4,572
2.45,567
2.5,566
2.55,575
2.6,578
2.65,576
2.7,575
2.75,596
2.8,579
2.85,598
2.9,590
2.95,596
3.0,597
3.05,591
3.1,562
3.15,570
3.2,598
3.25,619
3.3,616
3.35,636
3.4,647
3.45,647
3.5,623
3.55,615
3.6,593
3.65,608
3.7,644
3.75,610
3.8,592
3.85,614
3.9,577
3.95,620
4.0,619
4.05,605
4.1,608
4.15,592
4.2,614
4.25,608
4.3,615
4.35,594
4.4,605
4.45,582
4.5,592
4.55,596
4.6,616
4.65,625
4.7,614
4.75,631
4.8,639
4.85,592
4.9,591
4.95,618
5.0,632
