"Time","X"
0.0,250
0.05,247
0.1,262
0.15,258
0.2,248
0.25,235
0.3,229
0.35,241
0.4,224
0.45,233
0.5,251
0.55,241
0.6,245
0.65,239
0.7,243
0.75,250
0.8,256
0.85,240
0.9,242
0.95,238
1.0,247
1.05,256
1.1,248
1.15,268
1.2,255
1.25,271
1.3,278
1.35,252
1.4,257
1.45,233
1.5,233
1.55,227
1.6,220
1.65,215
1.7,218
1.75,208
1.8,201
1.85,204
1.9,201
1.95,203
2.0,222
2.05,214
2.1,207
2.15,211
2.2,206
2.25,205
2.3,207
2.35,201
2.4,197
2.45,211
2.5,209
2.55,204
2.6,205
2.65,204
2.7,192
2.75,193
2.8,195
2.85,199
2.9,185
2.95,184
3.0,172
3.05,160
3.1,144
3.15,151
3.2,150
3.25,148
3.3,142
3.35,131
3.4,125
3.45,114
3.5,119
3.55,109
3.6,105
3.65,111
3.7,98
3.75,100
3.8,104
3.85,108
3.9,109
3.95,111
4.0,109
4.05,109
4.1,106
4.15,113
4.2,111
4.25,106
4.3,95
4.35,104
4.4,117
4.45,111
4.5,110
4.55,107
4.6,100
4.65,97
4.7,104
4.75,103
4.8,102
4.85,96
4.9,85
4.95,87
5.0,76
