x1,x2,x3,x4,x5,x6,x7,x8,x9
-3.1242096176299183,-4.412807354707799,-6.444401635945784,-0.8640202381122082,0.13143569118400167,1.1301476810927502,0.0019010187276153859,0.0032353265782694494,338.7229998111725

