"Time","X"
0.0,250
0.05,246
0.1,247
0.15,239
0.2,236
0.25,236
0.3,232
0.35,227
0.4,219
0.45,206
0.5,196
0.55,195
0.6,193
0.65,197
0.7,196
0.75,189
0.8,186
0.85,173
0.9,151
0.95,153
1.0,151
1.05,149
1.1,159
1.15,168
1.2,157
1.25,154
1.3,148
1.35,133
1.4,136
1.45,145
1.5,144
1.55,137
1.6,128
1.65,129
1.7,135
1.75,137
1.8,137
1.85,130
1.9,121
1.95,119
2.0,107
2.05,117
2.1,110
2.15,100
2.2,103
2.25,107
2.3,110
2.35,104
2.4,105
2.45,113
2.5,123
2.55,123
2.6,120
2.65,112
2.7,112
2.75,102
2.8,109
2.85,104
2.9,113
2.95,114
3.0,111
3.05,102
3.1,90
3.15,85
3.2,84
3.25,84
3.3,81
3.35,80
3.4,74
3.45,76
3.5,80
3.55,82
3.6,79
3.65,83
3.7,82
3.75,81
3.8,78
3.85,80
3.9,74
3.95,75
4.0,82
4.05,83
4.1,93
4.15,90
4.2,95
4.25,88
4.3,81
4.35,76
4.4,66
4.45,65
4.5,70
4.55,69
4.6,66
4.65,69
4.7,72
4.75,75
4.8,71
4.85,67
4.9,69
4.95,65
5.0,67
